Num of reads real,Coverage percentage,Num of mice,Num of samples,Samples-mice ratio,Score,Num of reads
338844217,110,4,213,53.25,0.905449263,338.844217
338856932,140,4,175,43.75,0.89887413,338.856932
339045824,140,5,189,37.8,0.952346877,339.045824
339227740,110,5,222,44.4,0.89730395,339.22774
339491396,80,6,299,49.83333333,0.949184102,339.491396
339574015,50,9,500,55.55555556,0.991476372,339.574015
339955048,90,8,281,35.125,0.957786919,339.955048
340079072,90,7,270,38.57142857,0.943850343,340.079072
340196687,70,8,361,45.125,0.966887945,340.196687
340416292,90,9,287,31.88888889,0.961825739,340.416292
340910705,110,7,228,32.57142857,0.949311774,340.910705
341000559,70,7,373,53.28571429,0.976149855,341.000559
341049584,100,7,246,35.14285714,0.917326281,341.049584
341090302,110,5,241,48.2,0.950251833,341.090302
341396919,120,8,214,26.75,0.937995006,341.396919
341404799,100,7,246,35.14285714,0.952895919,341.404799
341720467,110,9,239,26.55555556,0.948333147,341.720467
341720467,110,9,239,26.55555556,0.988003764,341.720467
341875018,80,9,311,34.55555556,0.95150267,341.875018
342277859,80,9,323,35.88888889,0.967440364,342.277859
342306996,120,7,207,29.57142857,0.884514873,342.306996
342348692,120,5,218,43.6,0.969915344,342.348692
342446938,100,5,273,54.6,0.973862292,342.446938
343155587,110,6,225,37.5,0.889050667,343.155587
344023069,100,8,268,33.5,0.966317956,344.023069
344035157,110,7,229,32.71428571,0.930825874,344.035157
344590932,140,7,185,26.42857143,0.949322117,344.590932
344860404,110,7,223,31.85714286,0.907642763,344.860404
344922061,130,6,207,34.5,0.934316081,344.922061
344942463,90,6,292,48.66666667,0.963639882,344.942463
344973496,80,8,316,39.5,0.924745305,344.973496
345137672,140,5,200,40,0.954603537,345.137672
345345505,100,6,260,43.33333333,0.971343897,345.345505
345548914,130,5,201,40.2,0.941278372,345.548914
345729376,90,8,301,37.625,0.973017945,345.729376
345744210,120,7,214,30.57142857,0.931961207,345.74421
345744210,120,7,214,30.57142857,0.984995022,345.74421
346232134,120,4,217,54.25,0.958397895,346.232134
346283735,100,9,265,29.44444444,0.948349416,346.283735
346425937,110,6,222,37,0.918441764,346.425937
346487242,60,8,423,52.875,0.966798138,346.487242
347424429,140,6,185,30.83333333,0.936082341,347.424429
347773452,90,7,282,40.28571429,0.914982318,347.773452
347824989,100,6,250,41.66666667,0.943178266,347.824989
347999070,70,9,363,40.33333333,0.966918111,347.99907
348082631,110,4,228,57,0.880022606,348.082631
348146121,100,5,273,54.6,0.961456585,348.146121
348181100,100,8,269,33.625,0.966851741,348.1811
348427983,110,8,234,29.25,0.948705846,348.427983
348587835,120,9,223,24.77777778,0.939211197,348.587835
348703291,100,9,269,29.88888889,0.967512418,348.703291
348703291,100,9,269,29.88888889,0.994423722,348.703291
349095752,100,6,274,45.66666667,0.972453642,349.095752
349353449,130,6,220,36.66666667,0.953977353,349.353449
350160801,120,6,227,37.83333333,0.978308424,350.160801
350160801,120,6,227,37.83333333,0.994257418,350.160801
350423047,140,6,182,30.33333333,0.888360478,350.423047
350464644,90,5,262,52.4,0.9102149,350.464644
350511470,120,5,213,42.6,0.937597854,350.51147
351032015,110,8,247,30.875,0.957343335,351.032015
351083176,60,7,423,60.42857143,0.970039431,351.083176
351151360,140,5,183,36.6,0.884972785,351.15136
351345332,100,8,276,34.5,0.977079113,351.345332
351345332,100,8,276,34.5,0.994481808,351.345332
351402753,70,9,380,42.22222222,0.979110527,351.402753
351494409,140,6,191,31.83333333,0.937036186,351.494409
351534704,130,5,211,42.2,0.945461704,351.534704
351555044,110,6,243,40.5,0.938639164,351.555044
351894604,100,9,263,29.22222222,0.927078436,351.894604
351978071,70,8,366,45.75,0.967891041,351.978071
351986448,110,7,244,34.85714286,0.878822294,351.986448
352051428,110,8,244,30.5,0.949614195,352.051428
352234741,90,9,300,33.33333333,0.9711108,352.234741
352234741,90,9,300,33.33333333,0.992805616,352.234741
352267529,130,9,209,23.22222222,0.94694743,352.267529
352267529,130,9,209,23.22222222,0.98772911,352.267529
352490467,80,7,322,46,0.966034482,352.490467
352706772,60,9,440,48.88888889,0.986715163,352.706772
353404385,70,8,370,46.25,0.954630408,353.404385
353992653,90,7,299,42.71428571,0.925876312,353.992653
354461137,140,6,187,31.16666667,0.906816321,354.461137
354535431,100,8,276,34.5,0.962571497,354.535431
354663141,60,9,431,47.88888889,0.980337029,354.663141
354862224,90,7,286,40.85714286,0.948681754,354.862224
355230662,90,6,282,47,0.852106485,355.230662
355420215,100,8,257,32.125,0.927704126,355.420215
355752185,130,8,207,25.875,0.943860773,355.752185
355752185,130,8,207,25.875,0.990134379,355.752185
355935922,50,9,520,57.77777778,0.991670754,355.935922
356189791,90,9,287,31.88888889,0.942679034,356.189791
356480929,80,8,334,41.75,0.956055878,356.480929
356560001,130,5,206,41.2,0.898129572,356.560001
357070540,90,8,302,37.75,0.966075149,357.07054
357406454,90,5,302,60.4,0.941024113,357.406454
357668706,120,7,221,31.57142857,0.935532828,357.668706
358150995,100,6,274,45.66666667,0.941175393,358.150995
358546926,130,5,219,43.8,0.940563754,358.546926
358619518,110,7,242,34.57142857,0.92050698,358.619518
359267629,90,8,307,38.375,0.976907277,359.267629
359364396,80,7,344,49.14285714,0.974803607,359.364396
359458791,120,5,224,44.8,0.935353907,359.458791
359726022,130,7,215,30.71428571,0.950525919,359.726022
359726022,130,7,215,30.71428571,0.990414719,359.726022
360008880,140,4,194,48.5,0.95582673,360.00888
360254269,80,7,330,47.14285714,0.969407257,360.254269
360338187,110,6,244,40.66666667,0.936077816,360.338187
360436336,110,5,232,46.4,0.903755403,360.436336
360864605,70,9,383,42.55555556,0.967902991,360.864605
361276556,140,6,198,33,0.934204212,361.276556
361306329,80,9,335,37.22222222,0.959601784,361.306329
361473121,130,8,212,26.5,0.937543157,361.473121
361473121,130,8,212,26.5,0.9877291,361.473121
361551168,80,9,341,37.88888889,0.968122957,361.551168
361613321,80,7,329,47,0.969129712,361.613321
361869590,100,5,277,55.4,0.976544711,361.86959
362098791,140,5,178,35.6,0.886431769,362.098791
362192410,90,8,295,36.875,0.945398056,362.19241
362429575,130,6,202,33.66666667,0.884494496,362.429575
362466709,130,7,217,31,0.95009499,362.466709
362499621,90,9,300,33.33333333,0.947180221,362.499621
362951565,110,6,253,42.16666667,0.957125458,362.951565
362975293,100,7,269,38.42857143,0.968638381,362.975293
363007986,100,8,269,33.625,0.945044068,363.007986
363804645,90,9,303,33.66666667,0.964226247,363.804645
363991122,90,7,292,41.71428571,0.945810013,363.991122
364462428,130,9,215,23.88888889,0.926221618,364.462428
364579513,110,9,255,28.33333333,0.949966447,364.579513
364610786,130,4,208,52,0.945378045,364.610786
364671513,60,9,450,50,0.983570154,364.671513
364706815,110,9,251,27.88888889,0.944668734,364.706815
364806150,130,8,221,27.625,0.969244896,364.80615
364862051,90,8,318,39.75,0.980296483,364.862051
365185668,80,7,327,46.71428571,0.975292545,365.185668
365872154,120,6,241,40.16666667,0.944493897,365.872154
366102562,130,4,194,48.5,0.818255763,366.102562
366884138,120,5,222,44.4,0.845066686,366.884138
367061414,110,7,254,36.28571429,0.946987042,367.061414
367241114,120,9,227,25.22222222,0.933285737,367.241114
367503514,70,7,369,52.71428571,0.975966557,367.503514
368880563,60,8,452,56.5,0.985547602,368.880563
369199273,110,8,247,30.875,0.921977787,369.199273
369208797,120,7,243,34.71428571,0.959461681,369.208797
369392109,70,9,395,43.88888889,0.982842947,369.392109
369474253,90,9,307,34.11111111,0.958055568,369.474253
369648237,120,4,213,53.25,0.915238184,369.648237
369846662,130,8,214,26.75,0.937289763,369.846662
369998218,70,8,388,48.5,0.963812348,369.998218
370066626,120,5,222,44.4,0.897982397,370.066626
370478286,110,4,239,59.75,0.917913792,370.478286
370646849,80,6,328,54.66666667,0.960048494,370.646849
370832579,130,7,207,29.57142857,0.881751901,370.832579
370877750,130,5,218,43.6,0.964754227,370.87775
371454528,140,6,207,34.5,0.94594462,371.454528
371471426,110,6,247,41.16666667,0.940364933,371.471426
371577815,80,6,341,56.83333333,0.960210894,371.577815
371902587,120,7,228,32.57142857,0.947952917,371.902587
371982098,70,7,386,55.14285714,0.977167284,371.982098
372098511,120,5,241,48.2,0.965215585,372.098511
372129599,140,5,201,40.2,0.930483079,372.129599
372785964,120,9,239,26.55555556,0.957422539,372.785964
372785964,120,9,239,26.55555556,0.990493912,372.785964
372878358,100,7,280,40,0.968265542,372.878358
374186337,60,8,452,56.5,0.979196423,374.186337
374200614,90,9,320,35.55555556,0.975133024,374.200614
374270344,90,6,300,50,0.92526597,374.270344
374351550,120,6,225,37.5,0.899168867,374.35155
374556227,130,7,214,30.57142857,0.943006371,374.556227
374556227,130,7,214,30.57142857,0.987790469,374.556227
374561427,90,6,302,50.33333333,0.965695636,374.561427
375059910,100,9,287,31.88888889,0.964432616,375.05991
375084812,130,4,217,54.25,0.973228525,375.084812
375154542,110,7,246,35.14285714,0.925341908,375.154542
375311080,120,7,229,32.71428571,0.931306139,375.31108
375545278,110,7,246,35.14285714,0.961497555,375.545278
375762501,70,8,403,50.375,0.981178835,375.762501
375908056,100,8,282,35.25,0.944171748,375.908056
376209797,90,8,314,39.25,0.959611952,376.209797
376211350,120,7,223,31.85714286,0.90932101,376.21135
376226792,140,6,220,36.66666667,0.968658938,376.226792
376536995,80,9,351,39,0.965494965,376.536995
376691631,110,5,273,54.6,0.973544517,376.691631
376779137,70,8,383,47.875,0.97187234,376.779137
377636821,130,9,223,24.77777778,0.943746971,377.636821
377727832,100,8,281,35.125,0.955529896,377.727832
377865636,100,7,270,38.57142857,0.951261417,377.865636
377919204,120,6,222,37,0.920203752,377.919204
378240325,100,9,287,31.88888889,0.968592195,378.240325
378326482,90,8,307,38.375,0.954313973,378.326482
378425375,110,8,268,33.5,0.966688532,378.425375
378551959,70,9,400,44.44444444,0.983380935,378.551959
378575835,140,5,211,42.2,0.945657937,378.575835
379340868,130,6,227,37.83333333,0.978246318,379.340868
379340868,130,6,227,37.83333333,0.99428695,379.340868
379365032,140,9,209,23.22222222,0.96064048,379.365032
379365032,140,9,209,23.22222222,0.992256665,379.365032
379518865,90,7,317,45.28571429,0.968333757,379.518865
379720759,130,5,213,42.6,0.94543779,379.720759
379726507,120,4,228,57,0.904014902,379.726507
379880055,110,6,260,43.33333333,0.976828548,379.880055
380103254,120,8,234,29.25,0.954435407,380.103254
380446436,80,9,360,40,0.977329537,380.446436
380912108,110,9,265,29.44444444,0.949640318,380.912108
380928419,70,7,391,55.85714286,0.958454034,380.928419
380956828,70,8,397,49.625,0.978368598,380.956828
381927821,90,6,299,49.83333333,0.958094689,381.927821
382607487,110,6,250,41.66666667,0.941442083,382.607487
382944016,120,8,247,30.875,0.955029952,382.944016
382960733,110,5,273,54.6,0.958861748,382.960733
382999210,110,8,269,33.625,0.966588533,382.99921
383117737,140,8,207,25.875,0.951525301,383.117737
383117737,140,8,207,25.875,0.992268345,383.117737
383269404,100,6,292,48.66666667,0.965241283,383.269404
383514594,120,6,243,40.5,0.936027799,383.514594
383573620,110,9,269,29.88888889,0.962563922,383.57362
383573620,110,9,269,29.88888889,0.99265926,383.57362
383985216,120,7,244,34.85714286,0.890090244,383.985216
383987693,140,5,206,41.2,0.894512924,383.987693
384005327,110,6,274,45.66666667,0.96598119,384.005327
384056103,120,8,244,30.5,0.957149429,384.056103
384143752,100,8,301,37.625,0.965829853,384.143752
384609395,90,9,311,34.55555556,0.948801018,384.609395
385062591,90,9,323,35.88888889,0.972775263,385.062591
386127459,140,5,219,43.8,0.941273808,386.127459
386400458,60,9,467,51.88888889,0.984228402,386.400458
386414947,100,7,282,40.28571429,0.923481233,386.414947
386479865,110,8,276,34.5,0.971842189,386.479865
386479865,110,8,276,34.5,0.992727032,386.479865
386723252,80,9,349,38.77777778,0.959384771,386.723252
387084064,110,9,263,29.22222222,0.945708243,387.084064
387397255,140,7,215,30.71428571,0.951246153,387.397255
387397255,140,7,215,30.71428571,0.990401481,387.397255
387474431,130,7,221,31.57142857,0.938471171,387.474431
388095183,90,8,316,39.5,0.941477507,388.095183
388796214,80,8,361,45.125,0.969829427,388.796214
389278745,140,8,212,26.5,0.937248437,389.278745
389278745,140,8,212,26.5,0.987729091,389.278745
389405160,100,5,262,52.4,0.91400357,389.40516
389413690,130,5,224,44.8,0.941310495,389.41369
389714924,80,7,373,53.28571429,0.981779582,389.714924
389988974,110,8,276,34.5,0.964407211,389.988974
390308773,140,6,202,33.66666667,0.875621612,390.308773
390348764,140,7,217,31,0.956175377,390.348764
390493916,70,6,388,64.66666667,0.978314567,390.493916
390840486,60,9,480,53.33333333,0.992522716,390.840486
390962236,110,8,257,32.125,0.930616833,390.962236
391221292,120,7,242,34.57142857,0.929907563,391.221292
391371935,100,9,300,33.33333333,0.975128528,391.371935
391371935,100,9,300,33.33333333,0.994568268,391.371935
392497999,140,9,215,23.88888889,0.932486163,392.497999
392657770,140,4,208,52,0.958088428,392.65777
392868162,140,8,221,27.625,0.95868128,392.868162
393096204,120,6,244,40.66666667,0.931693198,393.096204
393203276,120,5,232,46.4,0.903797008,393.203276
393325170,100,7,299,42.71428571,0.91670765,393.32517
393966094,110,6,274,45.66666667,0.949210964,393.966094
394264298,140,4,194,48.5,0.828013303,394.264298
394291361,100,7,286,40.85714286,0.95015663,394.291361
394700736,100,6,282,47,0.869539799,394.700736
394729921,70,9,415,46.11111111,0.976662875,394.729921
395766435,100,9,287,31.88888889,0.937876395,395.766435
395947162,120,6,253,42.16666667,0.950914105,395.947162
396361500,130,6,241,40.16666667,0.940562569,396.3615
396551775,90,7,322,46,0.966159408,396.551775
396745045,100,8,302,37.75,0.967955982,396.745045
397118283,100,5,302,60.4,0.949363863,397.118283
397457816,130,5,222,44.4,0.858430798,397.457816
397713223,80,9,363,40.33333333,0.95983248,397.713223
397723105,120,9,255,28.33333333,0.955412012,397.723105
397844540,130,9,227,25.22222222,0.934093366,397.84454
397861980,120,9,251,27.88888889,0.956768461,397.86198
398056549,110,5,277,55.4,0.977828836,398.056549
398296406,140,8,214,26.75,0.929557962,398.296406
399186255,100,8,307,38.375,0.977490757,399.186255
399272822,110,7,269,38.42857143,0.966750519,399.272822
399308784,110,8,269,33.625,0.944331153,399.308784
399358162,140,7,207,29.57142857,0.902717148,399.358162
399406807,140,5,218,43.6,0.971369812,399.406807
399976197,130,7,243,34.71428571,0.964730152,399.976197
400430634,120,7,254,36.28571429,0.953246329,400.430634
400452257,130,4,213,53.25,0.903552636,400.452257
400905511,130,5,222,44.4,0.903569853,400.905511
401041045,90,8,334,41.75,0.963615021,401.041045
401603147,80,9,380,42.22222222,0.979849329,401.603147
402260653,80,8,366,45.75,0.964692312,402.260653
402436012,100,8,295,36.875,0.923964785,402.436012
402762843,120,8,247,30.875,0.935980607,402.762843
402777357,100,9,300,33.33333333,0.953768479,402.777357
402894469,130,7,228,32.57142857,0.957302107,402.894469
403106720,130,5,241,48.2,0.965843965,403.10672
403368245,140,7,214,30.57142857,0.951271669,403.368245
403368245,140,7,214,30.57142857,0.990321819,403.368245
403851461,130,9,239,26.55555556,0.958632899,403.851461
403851461,130,9,239,26.55555556,0.990441177,403.851461
403890726,80,8,370,46.25,0.955090618,403.890726
403937490,140,4,217,54.25,0.966938346,403.93749
404158130,120,4,239,59.75,0.926757235,404.15813
404227384,100,9,303,33.66666667,0.961642386,404.227384
404235115,70,8,423,52.875,0.985101037,404.235115
404284946,90,7,344,49.14285714,0.97944984,404.284946
404434581,100,7,292,41.71428571,0.946850789,404.434581
405241556,120,6,247,41.16666667,0.948822198,405.241556
405286053,90,7,330,47.14285714,0.968699627,405.286053
405402279,100,8,318,39.75,0.984650755,405.402279
405547512,130,6,225,37.5,0.918079644,405.547512
406469620,90,9,335,37.22222222,0.969745493,406.46962
406587004,130,7,229,32.71428571,0.941475406,406.587004
406685808,140,9,223,24.77777778,0.9430284,406.685808
406745064,90,9,341,37.88888889,0.97184775,406.745064
406814986,90,7,329,47,0.945817066,406.814986
407488818,60,9,500,55.55555556,0.994260306,407.488818
407562296,130,7,223,31.85714286,0.900769683,407.562296
408520935,140,6,227,37.83333333,0.971669582,408.520935
408520935,140,6,227,37.83333333,0.992534129,408.520935
408930048,140,5,213,42.6,0.947423181,408.930048
409259500,120,7,246,35.14285714,0.924263113,409.2595
409412471,130,6,222,37,0.928291226,409.412471
409597039,70,7,423,60.42857143,0.964506548,409.597039
409685758,120,7,246,35.14285714,0.960801802,409.685758
410166193,110,7,280,40,0.974408306,410.166193
410526948,100,9,307,34.11111111,0.95897642,410.526948
410833876,90,7,327,46.71428571,0.968516467,410.833876
410936325,120,5,273,54.6,0.973506985,410.936325
411370382,130,4,228,57,0.89837821,411.370382
411491234,70,9,440,48.88888889,0.989491744,411.491234
411778525,130,8,234,29.25,0.94680874,411.778525
412416692,80,9,383,42.55555556,0.967052899,412.416692
412565901,110,9,287,31.88888889,0.97077711,412.565901
412827682,120,8,268,33.5,0.974979644,412.827682
413498861,110,8,282,35.25,0.946258934,413.498861
413773665,70,9,431,47.88888889,0.982388326,413.773665
414414606,120,6,260,43.33333333,0.973323846,414.414606
414856018,130,8,247,30.875,0.961275422,414.856018
415474143,130,6,243,40.5,0.951578984,415.474143
415500615,110,8,281,35.125,0.951044437,415.500615
415540482,120,9,265,29.44444444,0.947882159,415.540482
415652199,110,7,270,38.57142857,0.958542446,415.652199
415778461,100,9,320,35.55555556,0.971705877,415.778461
415855938,100,6,300,50,0.93234239,415.855938
415983984,130,7,244,34.85714286,0.878557867,415.983984
416060778,130,8,244,30.5,0.959161437,416.060778
416064357,110,9,287,31.88888889,0.971273809,416.064357
416179364,100,6,302,50.33333333,0.959125262,416.179364
416977705,90,6,328,54.66666667,0.967908156,416.977705
417280157,140,7,221,31.57142857,0.953147409,417.280157
417389986,120,6,250,41.66666667,0.942422212,417.389986
417775345,120,5,273,54.6,0.968328253,417.775345
417817320,120,8,269,33.625,0.967859195,417.81732
418010886,100,8,314,39.25,0.959296033,418.010886
418025042,90,6,341,56.83333333,0.970383773,418.025042
418443949,120,9,269,29.88888889,0.962777075,418.443949
418443949,120,9,269,29.88888889,0.992681882,418.443949
418914902,120,6,274,45.66666667,0.970181561,418.914902
419368590,140,5,224,44.8,0.947769115,419.36859
420004016,80,7,369,52.71428571,0.979293633,420.004016
420362758,100,8,307,38.375,0.951860397,420.362758
421596344,110,6,292,48.66666667,0.964811629,421.596344
421614398,120,8,276,34.5,0.972774323,421.614398
421614398,120,8,276,34.5,0.992715765,421.614398
421687628,100,7,317,45.28571429,0.970862735,421.687628
422162411,80,9,395,43.88888889,0.982691965,422.162411
422273524,120,9,263,29.22222222,0.938290195,422.273524
422558127,110,8,301,37.625,0.978534498,422.558127
422855107,80,8,388,48.5,0.967324958,422.855107
423604119,90,9,351,39,0.965263797,423.604119
423823067,130,7,242,34.57142857,0.925581107,423.823067
424364246,100,6,299,49.83333333,0.962239804,424.364246
425056441,110,7,282,40.28571429,0.92419022,425.056441
425122398,80,7,386,55.14285714,0.978710557,425.122398
425442517,120,8,276,34.5,0.972255518,425.442517
425450099,70,9,450,50,0.986021235,425.450099
425854221,130,6,244,40.66666667,0.935423642,425.854221
425970216,130,5,232,46.4,0.91624744,425.970216
426504258,120,8,257,32.125,0.932464421,426.504258
426850846,140,6,241,40.16666667,0.956551902,426.850846
427123107,60,9,520,57.77777778,0.995687256,427.123107
427343773,100,9,311,34.55555556,0.957748627,427.343773
427847324,100,9,323,35.88888889,0.970832214,427.847324
428002240,90,9,360,40,0.97979933,428.00224
428031494,140,5,222,44.4,0.853384113,428.031494
428345676,110,5,262,52.4,0.923276537,428.345676
428447966,140,9,227,25.22222222,0.932298987,428.447966
428942759,130,6,253,42.16666667,0.96893764,428.942759
429442859,80,8,403,50.375,0.982549404,429.442859
429781194,120,6,274,45.66666667,0.947773954,429.781194
430360657,70,8,452,56.5,0.987113979,430.360657
430509128,110,9,300,33.33333333,0.975810571,430.509128
430509128,110,9,300,33.33333333,0.994615992,430.509128
430604728,80,8,383,47.875,0.967329094,430.604728
430743597,140,7,243,34.71428571,0.965225737,430.743597
430866697,130,9,255,28.33333333,0.948654703,430.866697
431017145,130,9,251,27.88888889,0.948828104,431.017145
431216871,100,8,316,39.5,0.931105952,431.216871
431256277,140,4,213,53.25,0.917290163,431.256277
431744397,140,5,222,44.4,0.914948,431.744397
432630810,80,9,400,44.44444444,0.983512379,432.63081
432657687,110,7,299,42.71428571,0.941313494,432.657687
433720497,110,7,286,40.85714286,0.956751971,433.720497
433799853,130,7,254,36.28571429,0.94907138,433.799853
433886352,140,7,228,32.57142857,0.962316341,433.886352
434114930,140,5,241,48.2,0.959400194,434.11493
434170809,110,6,282,47,0.877326576,434.170809
434243508,120,5,277,55.4,0.983063127,434.243508
434916958,140,9,239,26.55555556,0.96376045,434.916958
434916958,140,9,239,26.55555556,0.99259112,434.916958
435063658,90,9,349,38.77777778,0.986607355,435.063658
435343078,110,9,287,31.88888889,0.94474139,435.343078
435346765,80,7,391,55.85714286,0.96009494,435.346765
435379232,80,8,397,49.625,0.982892076,435.379232
435570351,120,7,269,38.42857143,0.969554808,435.570351
435609583,120,8,269,33.625,0.953116385,435.609583
436326413,130,8,247,30.875,0.920485247,436.326413
436419549,110,8,302,37.75,0.959199609,436.419549
436550726,70,8,452,56.5,0.979086795,436.550726
436743475,140,6,225,37.5,0.90696852,436.743475
436830111,110,5,302,60.4,0.937907092,436.830111
437395741,90,8,361,45.125,0.960512903,437.395741
437837974,130,4,239,59.75,0.929010435,437.837974
437862927,140,7,229,32.71428571,0.941199764,437.862927
438429290,90,7,373,53.28571429,0.986067857,438.42929
438913242,140,7,223,31.85714286,0.910590521,438.913242
439011686,130,6,247,41.16666667,0.949009517,439.011686
439104880,110,8,307,38.375,0.979535861,439.10488
440613084,100,7,322,46,0.975389898,440.613084
440905738,140,6,222,37,0.935285004,440.905738
442679613,110,8,295,36.875,0.932364761,442.679613
443014258,140,4,228,57,0.900906879,443.014258
443055092,110,9,300,33.33333333,0.961185209,443.055092
443364459,130,7,246,35.14285714,0.915612443,443.364459
443453796,140,8,234,29.25,0.955516053,443.453796
443826238,130,7,246,35.14285714,0.961189547,443.826238
444650122,110,9,303,33.66666667,0.969447591,444.650122
444878039,110,7,292,41.71428571,0.951649474,444.878039
445181019,130,5,273,54.6,0.975615207,445.181019
445601162,100,8,334,41.75,0.957992156,445.601162
445942506,110,8,318,39.75,0.982304817,445.942506
446278761,80,6,388,64.66666667,0.970578656,446.278761
446768019,140,8,247,30.875,0.952742778,446.768019
447229989,130,8,268,33.5,0.968541006,447.229989
447427376,90,9,363,40.33333333,0.967513876,447.427376
447433693,140,6,243,40.5,0.953542893,447.433693
447454029,120,7,280,40,0.974396059,447.454029
447982752,140,7,244,34.85714286,0.888107034,447.982752
448065454,140,8,244,30.5,0.951532583,448.065454
448949156,130,6,260,43.33333333,0.977736058,448.949156
449205496,100,7,344,49.14285714,0.979490278,449.205496
450071892,120,9,287,31.88888889,0.965136114,450.071892
450168855,130,9,265,29.44444444,0.956049456,450.168855
450317837,100,7,330,47.14285714,0.968516647,450.317837
450800534,70,9,467,51.88888889,0.983663663,450.800534
451089667,120,8,282,35.25,0.951287838,451.089667
451119910,80,9,415,46.11111111,0.979594863,451.11991
451579642,110,9,307,34.11111111,0.960153598,451.579642
451632912,100,9,335,37.22222222,0.969162537,451.632912
451803540,90,9,380,42.22222222,0.981037622,451.80354
451938961,100,9,341,37.88888889,0.96844397,451.938961
452016652,100,7,329,47,0.975575585,452.016652
452172485,130,6,250,41.66666667,0.945194655,452.172485
452543235,90,8,366,45.75,0.968463885,452.543235
452589957,130,5,273,54.6,0.961860638,452.589957
452635430,130,8,269,33.625,0.967662567,452.63543
453273398,120,8,281,35.125,0.957913643,453.273398
453314278,130,9,269,29.88888889,0.956510822,453.314278
453314278,130,9,269,29.88888889,0.990598943,453.314278
453438763,120,7,270,38.57142857,0.959537073,453.438763
453824477,130,6,274,45.66666667,0.974191772,453.824477
453888390,120,9,287,31.88888889,0.965274513,453.88839
454377067,90,8,370,46.25,0.96227481,454.377067
455980567,70,9,480,53.33333333,0.993757728,455.980567
456424841,140,7,242,34.57142857,0.922518038,456.424841
456482085,100,7,327,46.71428571,0.972902028,456.482085
456748931,130,8,276,34.5,0.982447,456.748931
456748931,130,8,276,34.5,0.996017213,456.748931
457356307,110,9,320,35.55555556,0.981842307,457.356307
457441531,110,6,300,50,0.931515661,457.441531
457462985,130,9,263,29.22222222,0.947040608,457.462985
457797300,110,6,302,50.33333333,0.964599711,457.7973
458612238,140,6,244,40.66666667,0.944715207,458.612238
458737155,140,5,232,46.4,0.917886703,458.737155
459811974,110,8,314,39.25,0.961310427,459.811974
459923284,120,6,292,48.66666667,0.967096011,459.923284
460896060,130,8,276,34.5,0.972009808,460.89606
460972502,120,8,301,37.625,0.977799606,460.972502
461938356,140,6,253,42.16666667,0.961504197,461.938356
461982989,80,8,423,52.875,0.982356957,461.982989
462046279,130,8,257,32.125,0.941414223,462.046279
462399033,110,8,307,38.375,0.978654156,462.399033
463308562,100,6,328,54.66666667,0.968206072,463.308562
463697936,120,7,282,40.28571429,0.915992373,463.697936
463856390,110,7,317,45.28571429,0.967869084,463.85639
463968778,90,9,383,42.55555556,0.972881435,463.968778
464010289,140,9,255,28.33333333,0.9539901,464.010289
464172310,140,9,251,27.88888889,0.95643493,464.17231
464472269,100,6,341,56.83333333,0.96555191,464.472269
465596293,130,6,274,45.66666667,0.950675541,465.596293
466800670,110,6,299,49.83333333,0.959715017,466.80067
467169073,140,7,254,36.28571429,0.94696298,467.169073
467286192,120,5,262,52.4,0.924750938,467.286192
468110902,80,7,423,60.42857143,0.964414512,468.110902
469646322,120,9,300,33.33333333,0.977845667,469.646322
469646322,120,9,300,33.33333333,0.994558711,469.646322
469889984,140,8,247,30.875,0.930086375,469.889984
470078150,110,9,311,34.55555556,0.957318025,470.07815
470275696,80,9,440,48.88888889,0.986036207,470.275696
470430467,130,5,277,55.4,0.984394948,470.430467
470632056,110,9,323,35.88888889,0.97648851,470.632056
470671244,100,9,351,39,0.965202194,470.671244
471517818,140,4,239,59.75,0.918232709,471.517818
471867880,130,7,269,38.42857143,0.968472536,471.86788
471910381,130,8,269,33.625,0.961141263,471.910381
471990204,120,7,299,42.71428571,0.938683631,471.990204
472504518,90,7,369,52.71428571,0.982943636,472.504518
472781815,140,6,247,41.16666667,0.942127193,472.781815
472884188,80,9,431,47.88888889,0.982907693,472.884188
473149633,120,7,286,40.85714286,0.964891272,473.149633
473640883,120,6,282,47,0.889368271,473.640883
474338558,110,8,316,39.5,0.941719069,474.338558
474919722,120,9,287,31.88888889,0.951730506,474.919722
474932712,90,9,395,43.88888889,0.984052417,474.932712
475403620,70,9,500,55.55555556,0.995594154,475.40362
475558045,100,9,360,40,0.986934355,475.558045
475711995,90,8,388,48.5,0.969063001,475.711995
476094054,120,8,302,37.75,0.972164585,476.094054
476541939,120,5,302,60.4,0.939777373,476.541939
477469417,140,7,246,35.14285714,0.933388624,477.469417
477966718,140,7,246,35.14285714,0.955860584,477.966718
478262698,90,7,386,55.14285714,0.977851262,478.262698
479023506,120,8,307,38.375,0.976753892,479.023506
479425713,140,5,273,54.6,0.973783153,479.425713
481632296,140,8,268,33.5,0.968755947,481.632296
482923214,120,8,295,36.875,0.940994763,482.923214
483123216,90,8,403,50.375,0.980538265,483.123216
483332828,120,9,300,33.33333333,0.962230723,483.332828
483404065,100,9,349,38.77777778,0.966052964,483.404065
483483706,140,6,260,43.33333333,0.97863412,483.483706
484430319,90,8,383,47.875,0.977463874,484.430319
484674392,110,7,322,46,0.973976779,484.674392
484741865,130,7,280,40,0.980514428,484.741865
484797228,140,9,265,29.44444444,0.948873165,484.797228
